,ControlStation,magnitude,year,month,day,date,Measurement,meanValue,maxValue,minValue,unit
0,47,PM10,2019,12,1,2019-12-01,28079047_10_47_19_12_01,4.375,10.0,1.0,µg/m^3
1,18,CO,2019,12,1,2019-12-01,28079018_6_48_19_12_01,0.4125,0.6,0.3,µg/m^3
2,18,NO_2,2019,12,1,2019-12-01,28079018_8_8_19_12_01,27.25,52.0,10.0,µg/m^3
3,35,SO_2,2019,12,1,2019-12-01,28079035_1_38_19_12_01,16.708333333333332,21.0,13.0,µg/m^3
4,11,NO,2019,12,1,2019-12-01,28079011_7_8_19_12_01,3.9583333333333335,11.0,1.0,µg/m^3
5,38,NO,2019,12,1,2019-12-01,28079038_7_8_19_12_01,9.208333333333334,28.0,1.0,µg/m^3
6,38,SO_2,2019,12,1,2019-12-01,28079038_1_38_19_12_01,12.291666666666664,13.0,12.0,µg/m^3
7,36,NO,2019,12,1,2019-12-01,28079036_7_8_19_12_01,4.125,11.0,1.0,µg/m^3
8,8,PM2.5,2019,12,1,2019-12-01,28079008_9_47_19_12_01,4.5,9.0,1.0,µg/m^3
9,8,TOL,2019,12,1,2019-12-01,28079008_20_59_19_12_01,0.9,1.3,0.5,µg/m^3
10,35,CO,2019,12,1,2019-12-01,28079035_6_48_19_12_01,1.1208333333333331,1.3,1.0,µg/m^3
11,16,NOx,2019,12,1,2019-12-01,28079016_12_8_19_12_01,30.79166666666667,56.0,8.0,µg/m^3
12,36,CO,2019,12,1,2019-12-01,28079036_6_48_19_12_01,0.4124999999999999,1.7,0.2,µg/m^3
13,55,NO,2019,12,1,2019-12-01,28079055_7_8_19_12_01,5.25,18.0,1.0,µg/m^3
14,16,O_3,2019,12,1,2019-12-01,28079016_14_6_19_12_01,37.56208333333333,60.96,18.32,µg/m^3
15,35,NO,2019,12,1,2019-12-01,28079035_7_8_19_12_01,7.541666666666668,19.0,2.0,µg/m^3
16,55,NO_2,2019,12,1,2019-12-01,28079055_8_8_19_12_01,35.083333333333336,57.0,6.0,µg/m^3
17,8,EBE,2019,12,1,2019-12-01,28079008_35_59_19_12_01,0.791666666666667,0.9,0.7,µg/m^3
18,36,NO_2,2019,12,1,2019-12-01,28079036_8_8_19_12_01,31.5,56.0,12.0,µg/m^3
19,50,NOx,2019,12,1,2019-12-01,28079050_12_8_19_12_01,39.5,127.0,16.0,µg/m^3
20,55,TOL,2019,12,1,2019-12-01,28079055_20_59_19_12_01,1.5916666666666668,15.6,0.3,µg/m^3
21,35,O_3,2019,12,1,2019-12-01,28079035_14_6_19_12_01,36.67916666666667,53.85,18.92,µg/m^3
22,50,PM10,2019,12,1,2019-12-01,28079050_10_47_19_12_01,10.125,30.0,1.0,µg/m^3
23,8,NOx,2019,12,1,2019-12-01,28079008_12_8_19_12_01,52.41666666666666,83.0,21.0,µg/m^3
24,36,SO_2,2019,12,1,2019-12-01,28079036_1_38_19_12_01,12.875,24.0,6.0,µg/m^3
25,8,NO_2,2019,12,1,2019-12-01,28079008_8_8_19_12_01,40.333333333333336,62.0,18.0,µg/m^3
26,36,PM10,2019,12,1,2019-12-01,28079036_10_47_19_12_01,9.166666666666666,16.0,5.0,µg/m^3
27,8,TCH,2019,12,1,2019-12-01,28079008_42_2_19_12_01,1.6454166666666667,1.79,1.57,mg/m^3
28,8,NMHC,2019,12,1,2019-12-01,28079008_44_2_19_12_01,0.06541666666666669,0.08,0.04,mg/m^3
29,40,NO_2,2019,12,1,2019-12-01,28079040_8_8_19_12_01,30.33333333333333,57.0,15.0,µg/m^3
30,58,O_3,2019,12,1,2019-12-01,28079058_14_6_19_12_01,45.13,58.74,29.25,µg/m^3
31,18,NO,2019,12,1,2019-12-01,28079018_7_8_19_12_01,3.125,7.0,1.0,µg/m^3
32,35,NOx,2019,12,1,2019-12-01,28079035_12_8_19_12_01,42.875,71.0,21.0,µg/m^3
33,36,NOx,2019,12,1,2019-12-01,28079036_12_8_19_12_01,37.79166666666666,68.0,13.0,µg/m^3
34,50,NO_2,2019,12,1,2019-12-01,28079050_8_8_19_12_01,27.70833333333333,40.0,11.0,µg/m^3
35,35,NO_2,2019,12,1,2019-12-01,28079035_8_8_19_12_01,31.41666666666667,53.0,15.0,µg/m^3
36,8,CH_4,2019,12,1,2019-12-01,28079008_43_2_19_12_01,1.5795833333333331,1.72,1.53,mg/m^3
37,8,PM10,2019,12,1,2019-12-01,28079008_10_47_19_12_01,8.208333333333334,25.0,1.0,µg/m^3
38,60,NOx,2019,12,1,2019-12-01,28079060_12_8_19_12_01,28.08333333333333,47.0,8.0,µg/m^3
39,8,BEN,2019,12,1,2019-12-01,28079008_30_59_19_12_01,0.4083333333333334,0.6,0.2,µg/m^3
40,48,NO_2,2019,12,1,2019-12-01,28079048_8_8_19_12_01,29.58333333333333,52.0,9.0,µg/m^3
41,59,NO,2019,12,1,2019-12-01,28079059_7_8_19_12_01,1.7916666666666667,6.0,1.0,µg/m^3
42,8,O_3,2019,12,1,2019-12-01,28079008_14_6_19_12_01,28.87375,48.74,12.91,µg/m^3
43,55,BEN,2019,12,1,2019-12-01,28079055_30_59_19_12_01,0.4000000000000001,0.7,0.2,µg/m^3
44,38,PM10,2019,12,1,2019-12-01,28079038_10_47_19_12_01,8.833333333333334,15.0,4.0,µg/m^3
45,27,O_3,2019,12,1,2019-12-01,28079027_14_6_19_12_01,34.60166666666667,56.18,10.83,µg/m^3
46,17,O_3,2019,12,1,2019-12-01,28079017_14_6_19_12_01,38.76916666666667,54.04,15.66,µg/m^3
47,24,TCH,2019,12,1,2019-12-01,28079024_42_2_19_12_01,1.2954166666666669,1.35,1.26,mg/m^3
48,16,CO,2019,12,1,2019-12-01,28079016_6_48_19_12_01,0.26666666666666666,1.1,0.2,µg/m^3
49,54,NOx,2019,12,1,2019-12-01,28079054_12_8_19_12_01,40.958333333333336,81.0,19.0,µg/m^3
50,50,PM2.5,2019,12,1,2019-12-01,28079050_9_47_19_12_01,9.083333333333334,31.0,1.0,µg/m^3
51,4,NOx,2019,12,1,2019-12-01,28079004_12_8_19_12_01,44.41666666666666,77.0,10.0,µg/m^3
52,38,BEN,2019,12,1,2019-12-01,28079038_30_59_19_12_01,0.38333333333333336,0.6,0.2,µg/m^3
53,24,EBE,2019,12,1,2019-12-01,28079024_35_59_19_12_01,0.10000000000000003,0.1,0.1,µg/m^3
54,59,O_3,2019,12,1,2019-12-01,28079059_14_6_19_12_01,38.16416666666665,58.73,16.5,µg/m^3
55,16,NO,2019,12,1,2019-12-01,28079016_7_8_19_12_01,2.958333333333333,9.0,1.0,µg/m^3
56,55,PM10,2019,12,1,2019-12-01,28079055_10_47_19_12_01,6.625,17.0,1.0,µg/m^3
57,38,EBE,2019,12,1,2019-12-01,28079038_35_59_19_12_01,2.3875,2.9,1.7,µg/m^3
58,56,PM10,2019,12,1,2019-12-01,28079056_10_47_19_12_01,11.041666666666664,15.0,5.0,µg/m^3
59,24,BEN,2019,12,1,2019-12-01,28079024_30_59_19_12_01,0.29166666666666663,0.5,0.2,µg/m^3
60,47,NO,2019,12,1,2019-12-01,28079047_7_8_19_12_01,1.7083333333333333,4.0,1.0,µg/m^3
61,60,NO_2,2019,12,1,2019-12-01,28079060_8_8_19_12_01,24.16666666666667,41.0,6.0,µg/m^3
62,16,NO_2,2019,12,1,2019-12-01,28079016_8_8_19_12_01,26.16666666666667,44.0,6.0,µg/m^3
63,4,NO_2,2019,12,1,2019-12-01,28079004_8_8_19_12_01,32.916666666666664,54.0,8.0,µg/m^3
64,24,TOL,2019,12,1,2019-12-01,28079024_20_59_19_12_01,0.525,1.7,0.2,µg/m^3
65,39,CO,2019,12,1,2019-12-01,28079039_6_48_19_12_01,0.2708333333333333,0.4,0.2,µg/m^3
66,24,O_3,2019,12,1,2019-12-01,28079024_14_6_19_12_01,35.129583333333336,49.68,18.57,µg/m^3
67,17,NOx,2019,12,1,2019-12-01,28079017_12_8_19_12_01,28.41666666666667,70.0,9.0,µg/m^3
68,17,NO_2,2019,12,1,2019-12-01,28079017_8_8_19_12_01,25.08333333333333,60.0,7.0,µg/m^3
69,49,NO_2,2019,12,1,2019-12-01,28079049_8_8_19_12_01,25.04166666666667,50.0,6.0,µg/m^3
70,49,NO,2019,12,1,2019-12-01,28079049_7_8_19_12_01,1.2916666666666667,3.0,1.0,µg/m^3
71,54,NO_2,2019,12,1,2019-12-01,28079054_8_8_19_12_01,33.041666666666664,59.0,18.0,µg/m^3
72,60,NO,2019,12,1,2019-12-01,28079060_7_8_19_12_01,2.5,5.0,1.0,µg/m^3
73,17,NO,2019,12,1,2019-12-01,28079017_7_8_19_12_01,2.1666666666666665,6.0,1.0,µg/m^3
74,38,TOL,2019,12,1,2019-12-01,28079038_20_59_19_12_01,0.9666666666666668,1.7,0.4,µg/m^3
75,8,SO_2,2019,12,1,2019-12-01,28079008_1_38_19_12_01,5.0,5.0,5.0,µg/m^3
76,11,EBE,2019,12,1,2019-12-01,28079011_35_59_19_12_01,0.1041666666666667,0.2,0.1,µg/m^3
77,40,PM10,2019,12,1,2019-12-01,28079040_10_47_19_12_01,7.041666666666668,15.0,1.0,µg/m^3
78,59,NO_2,2019,12,1,2019-12-01,28079059_8_8_19_12_01,20.666666666666668,46.0,6.0,µg/m^3
79,11,NO_2,2019,12,1,2019-12-01,28079011_8_8_19_12_01,31.0,55.0,9.0,µg/m^3
80,38,PM2.5,2019,12,1,2019-12-01,28079038_9_47_19_12_01,6.208333333333332,12.0,1.0,µg/m^3
81,50,NO,2019,12,1,2019-12-01,28079050_7_8_19_12_01,7.625,61.0,1.0,µg/m^3
82,8,NO,2019,12,1,2019-12-01,28079008_7_8_19_12_01,7.916666666666668,19.0,2.0,µg/m^3
83,17,SO_2,2019,12,1,2019-12-01,28079017_1_38_19_12_01,4.0,6.0,3.0,µg/m^3
84,11,NOx,2019,12,1,2019-12-01,28079011_12_8_19_12_01,37.25,71.0,12.0,µg/m^3
85,27,NOx,2019,12,1,2019-12-01,28079027_12_8_19_12_01,41.91666666666666,107.0,16.0,µg/m^3
86,4,CO,2019,12,1,2019-12-01,28079004_6_48_19_12_01,0.3791666666666667,0.5,0.2,µg/m^3
87,47,PM2.5,2019,12,1,2019-12-01,28079047_9_47_19_12_01,3.625,8.0,0.0,µg/m^3
88,48,PM2.5,2019,12,1,2019-12-01,28079048_9_47_19_12_01,5.083333333333333,9.0,1.0,µg/m^3
89,48,NO,2019,12,1,2019-12-01,28079048_7_8_19_12_01,2.333333333333333,9.0,1.0,µg/m^3
90,38,NO_2,2019,12,1,2019-12-01,28079038_8_8_19_12_01,34.75,60.0,7.0,µg/m^3
91,54,NO,2019,12,1,2019-12-01,28079054_7_8_19_12_01,5.166666666666667,14.0,1.0,µg/m^3
92,11,TOL,2019,12,1,2019-12-01,28079011_20_59_19_12_01,0.5833333333333334,1.3,0.3,µg/m^3
93,27,NO_2,2019,12,1,2019-12-01,28079027_8_8_19_12_01,34.0,59.0,14.0,µg/m^3
94,18,SO_2,2019,12,1,2019-12-01,28079018_1_38_19_12_01,2.7916666666666665,3.0,2.0,µg/m^3
95,40,NOx,2019,12,1,2019-12-01,28079040_12_8_19_12_01,37.16666666666666,71.0,17.0,µg/m^3
96,27,NO,2019,12,1,2019-12-01,28079027_7_8_19_12_01,5.083333333333333,32.0,1.0,µg/m^3
97,60,PM10,2019,12,1,2019-12-01,28079060_10_47_19_12_01,2.5416666666666665,5.0,1.0,µg/m^3
98,8,CO,2019,12,1,2019-12-01,28079008_6_48_19_12_01,0.32916666666666666,0.4,0.2,µg/m^3
99,11,BEN,2019,12,1,2019-12-01,28079011_30_59_19_12_01,0.3583333333333333,0.8,0.1,µg/m^3
100,38,NOx,2019,12,1,2019-12-01,28079038_12_8_19_12_01,48.83333333333334,98.0,9.0,µg/m^3
101,24,NMHC,2019,12,1,2019-12-01,28079024_44_2_19_12_01,0.0791666666666667,0.1,0.07,mg/m^3
102,55,EBE,2019,12,1,2019-12-01,28079055_35_59_19_12_01,0.2041666666666667,0.3,0.1,µg/m^3
103,59,NOx,2019,12,1,2019-12-01,28079059_12_8_19_12_01,23.33333333333333,55.0,8.0,µg/m^3
104,24,CH_4,2019,12,1,2019-12-01,28079024_43_2_19_12_01,1.2170833333333333,1.27,1.18,mg/m^3
105,55,NOx,2019,12,1,2019-12-01,28079055_12_8_19_12_01,43.08333333333334,80.0,8.0,µg/m^3
106,47,NO_2,2019,12,1,2019-12-01,28079047_8_8_19_12_01,28.25,56.0,8.0,µg/m^3
107,24,PM10,2019,12,1,2019-12-01,28079024_10_47_19_12_01,5.166666666666667,8.0,3.0,µg/m^3
108,24,NO,2019,12,1,2019-12-01,28079024_7_8_19_12_01,1.5833333333333333,5.0,1.0,µg/m^3
109,57,NO_2,2019,12,1,2019-12-01,28079057_8_8_19_12_01,23.16666666666667,37.0,9.0,µg/m^3
110,4,NO,2019,12,1,2019-12-01,28079004_7_8_19_12_01,7.583333333333332,17.0,2.0,µg/m^3
111,47,NOx,2019,12,1,2019-12-01,28079047_12_8_19_12_01,31.0,59.0,9.0,µg/m^3
112,55,NMHC,2019,12,1,2019-12-01,28079055_44_2_19_12_01,0.22458333333333336,0.25,0.2,mg/m^3
113,39,O_3,2019,12,1,2019-12-01,28079039_14_6_19_12_01,37.715833333333336,60.04,15.98,µg/m^3
114,18,BEN,2019,12,1,2019-12-01,28079018_30_59_19_12_01,0.3541666666666667,0.5,0.2,µg/m^3
115,57,PM10,2019,12,1,2019-12-01,28079057_10_47_19_12_01,4.166666666666667,10.0,1.0,µg/m^3
116,24,CO,2019,12,1,2019-12-01,28079024_6_48_19_12_01,0.1916666666666668,0.2,0.1,µg/m^3
117,39,NOx,2019,12,1,2019-12-01,28079039_12_8_19_12_01,34.541666666666664,70.0,8.0,µg/m^3
118,49,NOx,2019,12,1,2019-12-01,28079049_12_8_19_12_01,27.08333333333333,52.0,8.0,µg/m^3
119,40,SO_2,2019,12,1,2019-12-01,28079040_1_38_19_12_01,8.041666666666666,9.0,7.0,µg/m^3
120,58,NO_2,2019,12,1,2019-12-01,28079058_8_8_19_12_01,9.333333333333334,23.0,4.0,µg/m^3
121,18,NOx,2019,12,1,2019-12-01,28079018_12_8_19_12_01,32.291666666666664,59.0,12.0,µg/m^3
122,39,NO_2,2019,12,1,2019-12-01,28079039_8_8_19_12_01,29.79166666666667,58.0,7.0,µg/m^3
123,18,TOL,2019,12,1,2019-12-01,28079018_20_59_19_12_01,0.75,1.3,0.5,µg/m^3
124,4,SO_2,2019,12,1,2019-12-01,28079004_1_38_19_12_01,6.0,7.0,5.0,µg/m^3
125,55,CH_4,2019,12,1,2019-12-01,28079055_43_2_19_12_01,1.3775000000000002,1.48,1.33,mg/m^3
126,56,PM2.5,2019,12,1,2019-12-01,28079056_9_47_19_12_01,9.25,12.0,3.0,µg/m^3
127,48,PM10,2019,12,1,2019-12-01,28079048_10_47_19_12_01,6.875,12.0,2.0,µg/m^3
128,56,O_3,2019,12,1,2019-12-01,28079056_14_6_19_12_01,32.94458333333333,54.59,12.5,µg/m^3
129,24,NO_2,2019,12,1,2019-12-01,28079024_8_8_19_12_01,19.875,37.0,4.0,µg/m^3
130,24,NOx,2019,12,1,2019-12-01,28079024_12_8_19_12_01,22.33333333333333,45.0,6.0,µg/m^3
131,55,TCH,2019,12,1,2019-12-01,28079055_42_2_19_12_01,1.600833333333333,1.69,1.54,mg/m^3
132,56,NO,2019,12,1,2019-12-01,28079056_7_8_19_12_01,19.5,74.0,3.0,µg/m^3
133,58,NO,2019,12,1,2019-12-01,28079058_7_8_19_12_01,1.0416666666666667,2.0,1.0,µg/m^3
134,18,O_3,2019,12,1,2019-12-01,28079018_14_6_19_12_01,40.88999999999999,58.9,23.19,µg/m^3
135,57,CO,2019,12,1,2019-12-01,28079057_6_48_19_12_01,0.25,0.3,0.2,µg/m^3
136,48,NOx,2019,12,1,2019-12-01,28079048_12_8_19_12_01,33.25,60.0,10.0,µg/m^3
137,57,NOx,2019,12,1,2019-12-01,28079057_12_8_19_12_01,30.25,58.0,10.0,µg/m^3
138,18,EBE,2019,12,1,2019-12-01,28079018_35_59_19_12_01,0.15416666666666676,0.4,0.1,µg/m^3
139,40,NO,2019,12,1,2019-12-01,28079040_7_8_19_12_01,4.458333333333333,9.0,1.0,µg/m^3
140,56,NOx,2019,12,1,2019-12-01,28079056_12_8_19_12_01,73.83333333333333,198.0,18.0,µg/m^3
141,57,SO_2,2019,12,1,2019-12-01,28079057_1_38_19_12_01,5.0,5.0,5.0,µg/m^3
142,56,NO_2,2019,12,1,2019-12-01,28079056_8_8_19_12_01,43.70833333333334,84.0,12.0,µg/m^3
143,56,CO,2019,12,1,2019-12-01,28079056_6_48_19_12_01,0.3416666666666666,0.7,0.2,µg/m^3
144,58,NOx,2019,12,1,2019-12-01,28079058_12_8_19_12_01,10.958333333333336,25.0,5.0,µg/m^3
145,18,PM10,2019,12,1,2019-12-01,28079018_10_47_19_12_01,5.0,9.0,3.0,µg/m^3
146,24,PM2.5,2019,12,1,2019-12-01,28079024_9_47_19_12_01,3.5,7.0,1.0,µg/m^3
147,39,NO,2019,12,1,2019-12-01,28079039_7_8_19_12_01,3.125,12.0,1.0,µg/m^3
148,57,NO,2019,12,1,2019-12-01,28079057_7_8_19_12_01,4.625,13.0,1.0,µg/m^3
149,24,SO_2,2019,12,1,2019-12-01,28079024_1_38_19_12_01,4.875,5.0,4.0,µg/m^3
150,8,CH_4,2019,12,2,2019-12-02,28079008_43_2_19_12_02,1.5512500000000002,1.56,1.53,mg/m^3
151,48,NO,2019,12,2,2019-12-02,28079048_7_8_19_12_02,1.8333333333333333,6.0,1.0,µg/m^3
152,55,CH_4,2019,12,2,2019-12-02,28079055_43_2_19_12_02,1.325416666666667,1.35,1.3,mg/m^3
153,54,NOx,2019,12,2,2019-12-02,28079054_12_8_19_12_02,41.0,77.0,14.0,µg/m^3
154,47,NOx,2019,12,2,2019-12-02,28079047_12_8_19_12_02,33.458333333333336,60.0,6.0,µg/m^3
155,11,NOx,2019,12,2,2019-12-02,28079011_12_8_19_12_02,21.83333333333333,50.0,5.0,µg/m^3
156,60,NOx,2019,12,2,2019-12-02,28079060_12_8_19_12_02,26.0,73.0,3.0,µg/m^3
157,56,CO,2019,12,2,2019-12-02,28079056_6_48_19_12_02,0.3291666666666668,0.4,0.2,µg/m^3
158,57,NOx,2019,12,2,2019-12-02,28079057_12_8_19_12_02,18.83333333333333,51.0,4.0,µg/m^3
159,17,SO_2,2019,12,2,2019-12-02,28079017_1_38_19_12_02,1.9166666666666667,4.0,1.0,µg/m^3
160,16,O_3,2019,12,2,2019-12-02,28079016_14_6_19_12_02,48.70000000000002,66.19,32.67,µg/m^3
161,17,O_3,2019,12,2,2019-12-02,28079017_14_6_19_12_02,47.49541666666667,61.84,35.53,µg/m^3
162,17,NO_2,2019,12,2,2019-12-02,28079017_8_8_19_12_02,20.0,35.0,5.0,µg/m^3
163,55,NOx,2019,12,2,2019-12-02,28079055_12_8_19_12_02,30.29166666666667,82.0,2.0,µg/m^3
164,8,PM10,2019,12,2,2019-12-02,28079008_10_47_19_12_02,7.0,14.0,2.0,µg/m^3
165,38,NO,2019,12,2,2019-12-02,28079038_7_8_19_12_02,16.041666666666668,42.0,1.0,µg/m^3
166,38,PM10,2019,12,2,2019-12-02,28079038_10_47_19_12_02,9.041666666666666,17.0,3.0,µg/m^3
167,24,O_3,2019,12,2,2019-12-02,28079024_14_6_19_12_02,51.34916666666667,63.39,38.56,µg/m^3
168,57,NO,2019,12,2,2019-12-02,28079057_7_8_19_12_02,3.5416666666666665,9.0,1.0,µg/m^3
169,40,NOx,2019,12,2,2019-12-02,28079040_12_8_19_12_02,23.83333333333333,40.0,5.0,µg/m^3
170,24,SO_2,2019,12,2,2019-12-02,28079024_1_38_19_12_02,5.0,5.0,5.0,µg/m^3
171,16,NO,2019,12,2,2019-12-02,28079016_7_8_19_12_02,3.9166666666666665,15.0,1.0,µg/m^3
172,24,NO_2,2019,12,2,2019-12-02,28079024_8_8_19_12_02,12.208333333333336,26.0,2.0,µg/m^3
173,56,NO,2019,12,2,2019-12-02,28079056_7_8_19_12_02,26.91666666666667,47.0,4.0,µg/m^3
174,55,TCH,2019,12,2,2019-12-02,28079055_42_2_19_12_02,1.5520833333333337,1.59,1.53,mg/m^3
175,47,NO_2,2019,12,2,2019-12-02,28079047_8_8_19_12_02,26.66666666666667,50.0,5.0,µg/m^3
176,59,NOx,2019,12,2,2019-12-02,28079059_12_8_19_12_02,17.541666666666668,33.0,3.0,µg/m^3
177,55,PM10,2019,12,2,2019-12-02,28079055_10_47_19_12_02,9.0,14.0,5.0,µg/m^3
178,49,NO,2019,12,2,2019-12-02,28079049_7_8_19_12_02,1.875,5.0,1.0,µg/m^3
179,36,NOx,2019,12,2,2019-12-02,28079036_12_8_19_12_02,22.04166666666667,43.0,6.0,µg/m^3
180,24,PM2.5,2019,12,2,2019-12-02,28079024_9_47_19_12_02,2.708333333333333,6.0,1.0,µg/m^3
181,38,NO_2,2019,12,2,2019-12-02,28079038_8_8_19_12_02,33.375,62.0,6.0,µg/m^3
182,35,NO_2,2019,12,2,2019-12-02,28079035_8_8_19_12_02,28.125,44.0,9.0,µg/m^3
183,27,O_3,2019,12,2,2019-12-02,28079027_14_6_19_12_02,46.35291666666666,67.16,17.02,µg/m^3
184,35,SO_2,2019,12,2,2019-12-02,28079035_1_38_19_12_02,17.958333333333332,24.0,8.0,µg/m^3
185,18,TOL,2019,12,2,2019-12-02,28079018_20_59_19_12_02,0.6208333333333332,1.0,0.2,µg/m^3
186,39,NO,2019,12,2,2019-12-02,28079039_7_8_19_12_02,2.625,6.0,1.0,µg/m^3
187,49,NO_2,2019,12,2,2019-12-02,28079049_8_8_19_12_02,21.416666666666668,39.0,4.0,µg/m^3
188,39,O_3,2019,12,2,2019-12-02,28079039_14_6_19_12_02,49.52125000000001,62.96,27.48,µg/m^3
189,17,NOx,2019,12,2,2019-12-02,28079017_12_8_19_12_02,23.33333333333333,37.0,6.0,µg/m^3
190,16,NO_2,2019,12,2,2019-12-02,28079016_8_8_19_12_02,16.75,35.0,1.0,µg/m^3
191,38,SO_2,2019,12,2,2019-12-02,28079038_1_38_19_12_02,12.333333333333336,13.0,11.0,µg/m^3
192,60,NO,2019,12,2,2019-12-02,28079060_7_8_19_12_02,3.2916666666666665,10.0,1.0,µg/m^3
193,24,CH_4,2019,12,2,2019-12-02,28079024_43_2_19_12_02,1.185,1.19,1.18,mg/m^3
194,57,NO_2,2019,12,2,2019-12-02,28079057_8_8_19_12_02,13.5,38.0,2.0,µg/m^3
195,47,PM2.5,2019,12,2,2019-12-02,28079047_9_47_19_12_02,5.25,9.0,2.0,µg/m^3
196,50,NO,2019,12,2,2019-12-02,28079050_7_8_19_12_02,3.9583333333333335,10.0,1.0,µg/m^3
197,8,PM2.5,2019,12,2,2019-12-02,28079008_9_47_19_12_02,3.125,9.0,1.0,µg/m^3
198,38,PM2.5,2019,12,2,2019-12-02,28079038_9_47_19_12_02,4.833333333333333,10.0,1.0,µg/m^3
199,35,CO,2019,12,2,2019-12-02,28079035_6_48_19_12_02,1.1125,1.3,1.0,µg/m^3
200,4,NO_2,2019,12,2,2019-12-02,28079004_8_8_19_12_02,23.20833333333333,43.0,5.0,µg/m^3
201,8,NMHC,2019,12,2,2019-12-02,28079008_44_2_19_12_02,0.06833333333333334,0.09,0.04,mg/m^3
202,47,NO,2019,12,2,2019-12-02,28079047_7_8_19_12_02,4.5,11.0,1.0,µg/m^3
203,38,EBE,2019,12,2,2019-12-02,28079038_35_59_19_12_02,2.4125,3.0,2.0,µg/m^3
204,18,BEN,2019,12,2,2019-12-02,28079018_30_59_19_12_02,0.2708333333333333,0.4,0.1,µg/m^3
205,27,NOx,2019,12,2,2019-12-02,28079027_12_8_19_12_02,35.708333333333336,102.0,4.0,µg/m^3
206,55,BEN,2019,12,2,2019-12-02,28079055_30_59_19_12_02,0.3333333333333333,0.9,0.1,µg/m^3
207,24,BEN,2019,12,2,2019-12-02,28079024_30_59_19_12_02,0.2458333333333333,0.3,0.2,µg/m^3
208,40,SO_2,2019,12,2,2019-12-02,28079040_1_38_19_12_02,7.125,8.0,6.0,µg/m^3
209,11,NO_2,2019,12,2,2019-12-02,28079011_8_8_19_12_02,17.791666666666668,38.0,3.0,µg/m^3
210,54,NO_2,2019,12,2,2019-12-02,28079054_8_8_19_12_02,31.91666666666667,54.0,13.0,µg/m^3
211,59,O_3,2019,12,2,2019-12-02,28079059_14_6_19_12_02,48.82458333333333,67.69,35.71,µg/m^3
212,18,EBE,2019,12,2,2019-12-02,28079018_35_59_19_12_02,0.11666666666666672,0.2,0.1,µg/m^3
213,39,NO_2,2019,12,2,2019-12-02,28079039_8_8_19_12_02,22.58333333333333,47.0,4.0,µg/m^3
214,60,NO_2,2019,12,2,2019-12-02,28079060_8_8_19_12_02,20.916666666666668,57.0,2.0,µg/m^3
215,24,TOL,2019,12,2,2019-12-02,28079024_20_59_19_12_02,0.4791666666666667,0.9,0.1,µg/m^3
216,57,PM10,2019,12,2,2019-12-02,28079057_10_47_19_12_02,4.541666666666667,9.0,1.0,µg/m^3
217,35,NO,2019,12,2,2019-12-02,28079035_7_8_19_12_02,9.458333333333334,40.0,2.0,µg/m^3
218,39,CO,2019,12,2,2019-12-02,28079039_6_48_19_12_02,0.275,0.5,0.2,µg/m^3
219,11,NO,2019,12,2,2019-12-02,28079011_7_8_19_12_02,2.6666666666666665,8.0,1.0,µg/m^3
220,56,NOx,2019,12,2,2019-12-02,28079056_12_8_19_12_02,84.95833333333333,144.0,15.0,µg/m^3
221,49,NOx,2019,12,2,2019-12-02,28079049_12_8_19_12_02,24.16666666666667,45.0,5.0,µg/m^3
222,35,NOx,2019,12,2,2019-12-02,28079035_12_8_19_12_02,42.66666666666666,97.0,12.0,µg/m^3
223,57,CO,2019,12,2,2019-12-02,28079057_6_48_19_12_02,0.2083333333333334,0.3,0.2,µg/m^3
224,24,CO,2019,12,2,2019-12-02,28079024_6_48_19_12_02,0.18750000000000008,0.2,0.1,µg/m^3
225,56,PM10,2019,12,2,2019-12-02,28079056_10_47_19_12_02,6.666666666666668,13.0,2.0,µg/m^3
226,38,NOx,2019,12,2,2019-12-02,28079038_12_8_19_12_02,57.875,121.0,8.0,µg/m^3
227,4,NO,2019,12,2,2019-12-02,28079004_7_8_19_12_02,6.5,15.0,2.0,µg/m^3
228,11,BEN,2019,12,2,2019-12-02,28079011_30_59_19_12_02,0.18750000000000006,0.3,0.1,µg/m^3
229,8,BEN,2019,12,2,2019-12-02,28079008_30_59_19_12_02,0.5583333333333332,0.9,0.2,µg/m^3
230,59,NO,2019,12,2,2019-12-02,28079059_7_8_19_12_02,1.75,5.0,1.0,µg/m^3
231,39,NOx,2019,12,2,2019-12-02,28079039_12_8_19_12_02,26.625,51.0,5.0,µg/m^3
232,24,TCH,2019,12,2,2019-12-02,28079024_42_2_19_12_02,1.2675000000000003,1.28,1.25,mg/m^3
233,18,NO,2019,12,2,2019-12-02,28079018_7_8_19_12_02,3.2916666666666665,7.0,1.0,µg/m^3
234,55,NMHC,2019,12,2,2019-12-02,28079055_44_2_19_12_02,0.2275000000000001,0.25,0.2,mg/m^3
235,48,NO_2,2019,12,2,2019-12-02,28079048_8_8_19_12_02,16.25,36.0,2.0,µg/m^3
236,50,NO_2,2019,12,2,2019-12-02,28079050_8_8_19_12_02,16.916666666666668,37.0,2.0,µg/m^3
237,17,NO,2019,12,2,2019-12-02,28079017_7_8_19_12_02,2.125,5.0,1.0,µg/m^3
238,38,BEN,2019,12,2,2019-12-02,28079038_30_59_19_12_02,0.38333333333333336,0.6,0.1,µg/m^3
