,ControlStation,magnitude,year,month,day,date,Measurement,meanValue,maxValue,minValue,unit
480,4,Temperature,2019,12,15,2019-12-15,28079004_83_98_19_12_15,30.70833333333333,97.0,6.0,ºC
481,113,Temperature,2019,12,15,2019-12-15,28079113_83_98_19_12_15,18.08333333333333,43.0,4.0,ºC
482,106,Temperature,2019,12,15,2019-12-15,28079106_83_98_19_12_15,0.4333333333333333,1.3,0.3,ºC
483,107,Temperature,2019,12,15,2019-12-15,28079107_83_98_19_12_15,1.5225,1.74,1.4,ºC
484,59,Temperature,2019,12,15,2019-12-15,28079059_83_98_19_12_15,44.83333333333334,125.0,11.0,ºC
485,24,Temperature,2019,12,15,2019-12-15,28079024_83_98_19_12_15,58.8,110.2,2.48,ºC
486,106,Precipitation,2019,12,15,2019-12-15,28079106_89_98_19_12_15,26.20833333333333,171.0,1.0,l/m^2
487,24,Precipitation,2019,12,15,2019-12-15,28079024_89_98_19_12_15,2.75,15.0,1.0,l/m^2
488,58,Temperature,2019,12,16,2019-12-16,28079058_83_98_19_12_16,84.45833333333333,350.0,16.0,ºC
489,103,Temperature,2019,12,16,2019-12-16,28079103_83_98_19_12_16,44.29166666666666,88.0,15.0,ºC
490,111,Temperature,2019,12,16,2019-12-16,28079111_83_98_19_12_16,24.25,35.0,14.0,ºC
491,103,Precipitation,2019,12,16,2019-12-16,28079103_89_98_19_12_16,9.375,30.0,1.0,l/m^2
492,110,Temperature,2019,12,16,2019-12-16,28079110_83_98_19_12_16,46.83333333333334,126.0,18.0,ºC
493,106,Temperature,2019,12,16,2019-12-16,28079106_83_98_19_12_16,13.291666666666664,65.0,1.0,ºC
494,102,Precipitation,2019,12,16,2019-12-16,28079102_89_98_19_12_16,60.58333333333334,122.0,31.0,l/m^2
495,107,Precipitation,2019,12,16,2019-12-16,28079107_89_98_19_12_16,24.125,40.0,16.0,l/m^2
496,115,Temperature,2019,12,16,2019-12-16,28079115_83_98_19_12_16,67.29166666666667,226.0,25.0,ºC
497,109,Temperature,2019,12,16,2019-12-16,28079109_83_98_19_12_16,8.625,49.0,1.0,ºC
498,108,Precipitation,2019,12,16,2019-12-16,28079108_89_98_19_12_16,64.96666666666667,113.5,17.48,l/m^2
499,114,Temperature,2019,12,16,2019-12-16,28079114_83_98_19_12_16,70.08333333333333,264.0,15.0,ºC
500,59,Temperature,2019,12,16,2019-12-16,28079059_83_98_19_12_16,63.42875000000001,104.8,4.52,ºC
501,102,Temperature,2019,12,16,2019-12-16,28079102_83_98_19_12_16,0.08958333333333336,0.12,0.06,ºC
502,108,Temperature,2019,12,16,2019-12-16,28079108_83_98_19_12_16,54.125,170.0,17.0,ºC
503,107,Temperature,2019,12,16,2019-12-16,28079107_83_98_19_12_16,111.375,268.0,43.0,ºC
504,59,Precipitation,2019,12,16,2019-12-16,28079059_89_98_19_12_16,0.3458333333333333,0.7,0.2,l/m^2
505,106,Precipitation,2019,12,16,2019-12-16,28079106_89_98_19_12_16,0.3958333333333333,0.7,0.3,l/m^2
506,113,Temperature,2019,12,16,2019-12-16,28079113_83_98_19_12_16,45.48666666666666,81.17,5.22,ºC
507,112,Temperature,2019,12,16,2019-12-16,28079112_83_98_19_12_16,14.208333333333336,24.0,12.0,ºC
508,4,Temperature,2019,12,16,2019-12-16,28079004_83_98_19_12_16,46.58333333333334,108.0,12.0,ºC
509,8,Temperature,2019,12,16,2019-12-16,28079008_83_98_19_12_16,33.166666666666664,102.0,5.0,ºC
510,35,Temperature,2019,12,16,2019-12-16,28079035_83_98_19_12_16,0.1791666666666667,0.5,0.1,ºC
511,54,Precipitation,2019,12,16,2019-12-16,28079054_89_98_19_12_16,11.375,19.0,5.0,l/m^2
512,39,Precipitation,2019,12,16,2019-12-16,28079039_89_98_19_12_16,19.0,48.0,8.0,l/m^2
513,24,Temperature,2019,12,16,2019-12-16,28079024_83_98_19_12_16,0.3,0.7,0.2,ºC
514,36,Temperature,2019,12,16,2019-12-16,28079036_83_98_19_12_16,16.458333333333332,100.0,1.0,ºC
515,18,Temperature,2019,12,16,2019-12-16,28079018_83_98_19_12_16,52.29791666666667,106.4,10.01,ºC
516,38,Temperature,2019,12,16,2019-12-16,28079038_83_98_19_12_16,0.5500000000000002,1.1,0.4,ºC
517,24,Precipitation,2019,12,16,2019-12-16,28079024_89_98_19_12_16,9.416666666666666,15.0,8.0,l/m^2
518,54,Temperature,2019,12,16,2019-12-16,28079054_83_98_19_12_16,77.875,298.0,14.0,ºC
519,56,Precipitation,2019,12,17,2019-12-17,28079056_89_98_19_12_17,20.416666666666668,124.0,1.0,l/m^2
520,110,Temperature,2019,12,17,2019-12-17,28079110_83_98_19_12_17,0.5875,1.4,0.3,ºC
521,109,Temperature,2019,12,17,2019-12-17,28079109_83_98_19_12_17,8.541666666666666,46.0,1.0,ºC
522,54,Precipitation,2019,12,17,2019-12-17,28079054_89_98_19_12_17,58.75,153.0,11.0,l/m^2
523,103,Precipitation,2019,12,17,2019-12-17,28079103_89_98_19_12_17,14.875,30.0,7.0,l/m^2
524,8,Temperature,2019,12,17,2019-12-17,28079008_83_98_19_12_17,17.291666666666668,23.0,14.0,ºC
525,108,Precipitation,2019,12,17,2019-12-17,28079108_89_98_19_12_17,23.0,62.0,9.0,l/m^2
526,35,Temperature,2019,12,17,2019-12-17,28079035_83_98_19_12_17,3.583333333333333,13.0,1.0,ºC
527,36,Temperature,2019,12,17,2019-12-17,28079036_83_98_19_12_17,38.708333333333336,123.0,6.0,ºC
528,102,Precipitation,2019,12,17,2019-12-17,28079102_89_98_19_12_17,0.3125000000000001,0.7,0.1,l/m^2
529,58,Temperature,2019,12,17,2019-12-17,28079058_83_98_19_12_17,44.29166666666666,114.0,8.0,ºC
530,102,Temperature,2019,12,17,2019-12-17,28079102_83_98_19_12_17,1.075,1.8,0.7,ºC
531,39,Precipitation,2019,12,17,2019-12-17,28079039_89_98_19_12_17,10.916666666666664,18.0,8.0,l/m^2
532,106,Temperature,2019,12,17,2019-12-17,28079106_83_98_19_12_17,0.1525,0.21,0.12,ºC
533,108,Temperature,2019,12,17,2019-12-17,28079108_83_98_19_12_17,33.125,114.0,2.0,ºC
534,59,Precipitation,2019,12,17,2019-12-17,28079059_89_98_19_12_17,0.3125000000000001,0.6,0.1,l/m^2
535,106,Precipitation,2019,12,17,2019-12-17,28079106_89_98_19_12_17,40.958333333333336,99.0,15.0,l/m^2
536,113,Temperature,2019,12,17,2019-12-17,28079113_83_98_19_12_17,1.8791666666666664,4.6,0.7,ºC
537,54,Temperature,2019,12,17,2019-12-17,28079054_83_98_19_12_17,0.5125000000000001,1.6,0.2,ºC
538,24,Temperature,2019,12,17,2019-12-17,28079024_83_98_19_12_17,1.3704166666666666,1.57,1.28,ºC
539,59,Temperature,2019,12,17,2019-12-17,28079059_83_98_19_12_17,0.3416666666666666,0.7,0.2,ºC
540,107,Precipitation,2019,12,17,2019-12-17,28079107_89_98_19_12_17,0.2416666666666667,0.4,0.2,l/m^2
541,107,Temperature,2019,12,17,2019-12-17,28079107_83_98_19_12_17,38.16666666666666,97.0,12.0,ºC
542,24,Precipitation,2019,12,17,2019-12-17,28079024_89_98_19_12_17,1.7916666666666663,3.9,0.5,l/m^2
543,18,Temperature,2019,12,17,2019-12-17,28079018_83_98_19_12_17,27.79166666666667,130.0,1.0,ºC
544,114,Temperature,2019,12,17,2019-12-17,28079114_83_98_19_12_17,75.08333333333333,205.0,19.0,ºC
545,4,Temperature,2019,12,17,2019-12-17,28079004_83_98_19_12_17,6.75,41.0,1.0,ºC
546,115,Temperature,2019,12,17,2019-12-17,28079115_83_98_19_12_17,20.375,35.0,3.0,ºC
547,56,Temperature,2019,12,17,2019-12-17,28079056_83_98_19_12_17,4.791666666666667,26.0,1.0,ºC
548,111,Temperature,2019,12,17,2019-12-17,28079111_83_98_19_12_17,69.54166666666667,257.0,19.0,ºC
549,38,Temperature,2019,12,17,2019-12-17,28079038_83_98_19_12_17,34.125,78.0,9.0,ºC
550,103,Temperature,2019,12,17,2019-12-17,28079103_83_98_19_12_17,25.29166666666667,53.0,7.0,ºC
551,112,Temperature,2019,12,17,2019-12-17,28079112_83_98_19_12_17,58.0,180.0,15.0,ºC
552,58,Temperature,2019,12,18,2019-12-18,28079058_83_98_19_12_18,53.125,134.0,11.0,ºC
553,113,Temperature,2019,12,18,2019-12-18,28079113_83_98_19_12_18,66.91625,114.9,6.37,ºC
554,36,Temperature,2019,12,18,2019-12-18,28079036_83_98_19_12_18,66.49041666666668,110.3,7.34,ºC
555,56,Temperature,2019,12,18,2019-12-18,28079056_83_98_19_12_18,7.0,55.0,1.0,ºC
556,102,Temperature,2019,12,18,2019-12-18,28079102_83_98_19_12_18,11.0,15.0,6.0,ºC
557,56,Precipitation,2019,12,18,2019-12-18,28079056_89_98_19_12_18,45.04166666666666,91.0,15.0,l/m^2
558,18,Temperature,2019,12,18,2019-12-18,28079018_83_98_19_12_18,10.0,18.0,1.0,ºC
559,112,Temperature,2019,12,18,2019-12-18,28079112_83_98_19_12_18,6.958333333333332,37.0,1.0,ºC
560,24,Temperature,2019,12,18,2019-12-18,28079024_83_98_19_12_18,42.810416666666654,82.73,6.17,ºC
561,35,Temperature,2019,12,18,2019-12-18,28079035_83_98_19_12_18,10.583333333333334,54.0,1.0,ºC
562,115,Temperature,2019,12,18,2019-12-18,28079115_83_98_19_12_18,39.458333333333336,235.0,9.0,ºC
563,59,Temperature,2019,12,18,2019-12-18,28079059_83_98_19_12_18,54.04166666666666,156.0,14.0,ºC
564,38,Temperature,2019,12,18,2019-12-18,28079038_83_98_19_12_18,28.45833333333333,100.0,7.0,ºC
565,108,Precipitation,2019,12,18,2019-12-18,28079108_89_98_19_12_18,2.1666666666666665,9.5,0.5,l/m^2
566,54,Temperature,2019,12,18,2019-12-18,28079054_83_98_19_12_18,74.33333333333333,150.0,15.0,ºC
567,102,Precipitation,2019,12,18,2019-12-18,28079102_89_98_19_12_18,84.29166666666667,194.0,44.0,l/m^2
568,106,Temperature,2019,12,18,2019-12-18,28079106_83_98_19_12_18,41.79166666666666,103.0,13.0,ºC
569,39,Precipitation,2019,12,18,2019-12-18,28079039_89_98_19_12_18,7.125,88.0,1.0,l/m^2
570,103,Precipitation,2019,12,18,2019-12-18,28079103_89_98_19_12_18,43.5,111.0,12.0,l/m^2
571,107,Temperature,2019,12,18,2019-12-18,28079107_83_98_19_12_18,0.4083333333333334,1.8,0.1,ºC
572,8,Temperature,2019,12,18,2019-12-18,28079008_83_98_19_12_18,48.45833333333334,153.0,13.0,ºC
573,108,Temperature,2019,12,18,2019-12-18,28079108_83_98_19_12_18,7.208333333333332,11.0,3.0,ºC
574,106,Precipitation,2019,12,18,2019-12-18,28079106_89_98_19_12_18,1.2804166666666668,1.6,1.17,l/m^2
575,114,Temperature,2019,12,18,2019-12-18,28079114_83_98_19_12_18,5.125,8.0,4.0,ºC
576,111,Temperature,2019,12,18,2019-12-18,28079111_83_98_19_12_18,20.041666666666668,30.0,10.0,ºC
577,110,Temperature,2019,12,18,2019-12-18,28079110_83_98_19_12_18,54.46166666666667,114.2,6.74,ºC
578,103,Temperature,2019,12,18,2019-12-18,28079103_83_98_19_12_18,50.33333333333334,117.0,15.0,ºC
579,107,Precipitation,2019,12,18,2019-12-18,28079107_89_98_19_12_18,10.833333333333336,20.0,4.0,l/m^2
580,54,Precipitation,2019,12,18,2019-12-18,28079054_89_98_19_12_18,15.916666666666664,109.0,1.0,l/m^2
581,24,Precipitation,2019,12,18,2019-12-18,28079024_89_98_19_12_18,57.5,271.0,12.0,l/m^2
582,4,Temperature,2019,12,18,2019-12-18,28079004_83_98_19_12_18,17.75,40.0,6.0,ºC
583,59,Precipitation,2019,12,18,2019-12-18,28079059_89_98_19_12_18,11.666666666666664,16.0,6.0,l/m^2
584,108,Precipitation,2019,12,19,2019-12-19,28079108_89_98_19_12_19,0.4541666666666666,0.8,0.2,l/m^2
585,103,Temperature,2019,12,19,2019-12-19,28079103_83_98_19_12_19,59.42499999999999,94.0,5.92,ºC
586,54,Temperature,2019,12,19,2019-12-19,28079054_83_98_19_12_19,52.40833333333333,107.5,3.7,ºC
587,106,Precipitation,2019,12,19,2019-12-19,28079106_89_98_19_12_19,1.7208333333333332,4.5,0.5,l/m^2
588,59,Precipitation,2019,12,19,2019-12-19,28079059_89_98_19_12_19,39.208333333333336,114.0,13.0,l/m^2
589,106,Temperature,2019,12,19,2019-12-19,28079106_83_98_19_12_19,16.375,57.0,3.0,ºC
590,115,Temperature,2019,12,19,2019-12-19,28079115_83_98_19_12_19,0.5041666666666668,1.0,0.2,ºC
591,108,Temperature,2019,12,19,2019-12-19,28079108_83_98_19_12_19,0.15416666666666673,0.5,0.1,ºC
592,18,Temperature,2019,12,19,2019-12-19,28079018_83_98_19_12_19,7.083333333333332,26.0,1.0,ºC
593,107,Precipitation,2019,12,19,2019-12-19,28079107_89_98_19_12_19,39.583333333333336,98.0,8.0,l/m^2
594,58,Temperature,2019,12,19,2019-12-19,28079058_83_98_19_12_19,0.4833333333333335,0.8,0.3,ºC
595,113,Temperature,2019,12,19,2019-12-19,28079113_83_98_19_12_19,1.3683333333333332,1.71,1.23,ºC
596,24,Precipitation,2019,12,19,2019-12-19,28079024_89_98_19_12_19,11.625,17.0,10.0,l/m^2
597,39,Precipitation,2019,12,19,2019-12-19,28079039_89_98_19_12_19,54.75,104.0,14.0,l/m^2
598,35,Temperature,2019,12,19,2019-12-19,28079035_83_98_19_12_19,9.875,15.0,8.0,ºC
599,102,Temperature,2019,12,19,2019-12-19,28079102_83_98_19_12_19,12.75,41.0,1.0,ºC
600,103,Precipitation,2019,12,19,2019-12-19,28079103_89_98_19_12_19,22.08333333333333,33.0,13.0,l/m^2
601,8,Temperature,2019,12,19,2019-12-19,28079008_83_98_19_12_19,40.61125000000001,88.03,5.1,ºC
602,56,Precipitation,2019,12,19,2019-12-19,28079056_89_98_19_12_19,16.208333333333332,65.0,1.0,l/m^2
603,56,Temperature,2019,12,19,2019-12-19,28079056_83_98_19_12_19,54.16666666666666,200.0,15.0,ºC
604,102,Precipitation,2019,12,19,2019-12-19,28079102_89_98_19_12_19,59.80249999999999,107.8,22.96,l/m^2
605,114,Temperature,2019,12,19,2019-12-19,28079114_83_98_19_12_19,41.5,98.0,11.0,ºC
606,111,Temperature,2019,12,19,2019-12-19,28079111_83_98_19_12_19,50.08333333333334,153.0,16.0,ºC
607,24,Temperature,2019,12,19,2019-12-19,28079024_83_98_19_12_19,53.04166666666666,168.0,11.0,ºC
608,54,Precipitation,2019,12,19,2019-12-19,28079054_89_98_19_12_19,172.33333333333337,610.0,62.0,l/m^2
609,110,Temperature,2019,12,19,2019-12-19,28079110_83_98_19_12_19,20.33333333333333,38.0,11.0,ºC
610,107,Temperature,2019,12,19,2019-12-19,28079107_83_98_19_12_19,95.54166666666669,312.0,15.0,ºC
611,59,Temperature,2019,12,19,2019-12-19,28079059_83_98_19_12_19,43.33333333333334,115.0,13.0,ºC
612,38,Temperature,2019,12,19,2019-12-19,28079038_83_98_19_12_19,0.4791666666666667,0.9,0.3,ºC
613,112,Temperature,2019,12,19,2019-12-19,28079112_83_98_19_12_19,43.33333333333334,95.0,6.0,ºC
614,4,Temperature,2019,12,19,2019-12-19,28079004_83_98_19_12_19,48.57208333333333,74.83,14.21,ºC
615,36,Temperature,2019,12,19,2019-12-19,28079036_83_98_19_12_19,103.58333333333331,167.0,65.0,ºC
616,56,Temperature,2019,12,20,2019-12-20,28079056_83_98_19_12_20,10.958333333333336,13.0,10.0,ºC
617,106,Temperature,2019,12,20,2019-12-20,28079106_83_98_19_12_20,35.166666666666664,73.0,9.0,ºC
618,39,Precipitation,2019,12,20,2019-12-20,28079039_89_98_19_12_20,1.4708333333333334,3.8,0.4,l/m^2
619,54,Precipitation,2019,12,20,2019-12-20,28079054_89_98_19_12_20,16.583333333333332,32.0,7.0,l/m^2
620,103,Precipitation,2019,12,20,2019-12-20,28079103_89_98_19_12_20,1.875,5.0,1.0,l/m^2
621,108,Temperature,2019,12,20,2019-12-20,28079108_83_98_19_12_20,68.29166666666667,191.0,8.0,ºC
622,113,Temperature,2019,12,20,2019-12-20,28079113_83_98_19_12_20,16.958333333333332,22.0,14.0,ºC
623,58,Temperature,2019,12,20,2019-12-20,28079058_83_98_19_12_20,0.4083333333333334,0.7,0.3,ºC
624,114,Temperature,2019,12,20,2019-12-20,28079114_83_98_19_12_20,17.083333333333332,29.0,1.0,ºC
625,110,Temperature,2019,12,20,2019-12-20,28079110_83_98_19_12_20,6.916666666666668,11.0,4.0,ºC
626,59,Precipitation,2019,12,20,2019-12-20,28079059_89_98_19_12_20,57.885,107.6,10.5,l/m^2
627,107,Temperature,2019,12,20,2019-12-20,28079107_83_98_19_12_20,49.49416666666666,98.47,3.09,ºC
628,4,Temperature,2019,12,20,2019-12-20,28079004_83_98_19_12_20,5.791666666666668,15.0,2.0,ºC
629,107,Precipitation,2019,12,20,2019-12-20,28079107_89_98_19_12_20,25.16666666666667,55.0,7.0,l/m^2
630,106,Precipitation,2019,12,20,2019-12-20,28079106_89_98_19_12_20,24.875,35.0,18.0,l/m^2
631,24,Precipitation,2019,12,20,2019-12-20,28079024_89_98_19_12_20,16.291666666666668,63.0,1.0,l/m^2
632,36,Temperature,2019,12,20,2019-12-20,28079036_83_98_19_12_20,4.625,19.0,2.0,ºC
633,112,Temperature,2019,12,20,2019-12-20,28079112_83_98_19_12_20,42.375,80.0,12.0,ºC
634,108,Precipitation,2019,12,20,2019-12-20,28079108_89_98_19_12_20,32.625,79.0,11.0,l/m^2
635,102,Temperature,2019,12,20,2019-12-20,28079102_83_98_19_12_20,45.10291666666668,75.46,3.86,ºC
636,35,Temperature,2019,12,20,2019-12-20,28079035_83_98_19_12_20,1.26125,1.58,1.16,ºC
637,59,Temperature,2019,12,20,2019-12-20,28079059_83_98_19_12_20,50.375,144.0,14.0,ºC
638,109,Temperature,2019,12,20,2019-12-20,28079109_83_98_19_12_20,44.5,128.0,7.0,ºC
639,115,Temperature,2019,12,20,2019-12-20,28079115_83_98_19_12_20,29.58333333333333,59.0,12.0,ºC
640,54,Temperature,2019,12,20,2019-12-20,28079054_83_98_19_12_20,23.16666666666667,106.0,1.0,ºC
641,8,Temperature,2019,12,20,2019-12-20,28079008_83_98_19_12_20,26.91666666666667,63.0,6.0,ºC
642,24,Temperature,2019,12,20,2019-12-20,28079024_83_98_19_12_20,35.875,73.0,5.0,ºC
643,111,Temperature,2019,12,20,2019-12-20,28079111_83_98_19_12_20,3.375,12.0,1.0,ºC
644,18,Temperature,2019,12,20,2019-12-20,28079018_83_98_19_12_20,29.08333333333333,107.0,1.0,ºC
645,102,Precipitation,2019,12,20,2019-12-20,28079102_89_98_19_12_20,0.26666666666666666,0.4,0.2,l/m^2
646,103,Temperature,2019,12,20,2019-12-20,28079103_83_98_19_12_20,10.75,15.0,6.0,ºC
647,38,Temperature,2019,12,20,2019-12-20,28079038_83_98_19_12_20,0.05416666666666669,0.09,0.03,ºC
648,56,Precipitation,2019,12,20,2019-12-20,28079056_89_98_19_12_20,28.25,44.0,13.0,l/m^2
649,106,Precipitation,2019,12,21,2019-12-21,28079106_89_98_19_12_21,55.95833333333334,107.0,28.0,l/m^2
650,107,Precipitation,2019,12,21,2019-12-21,28079107_89_98_19_12_21,0.31249999999999994,0.5,0.2,l/m^2
651,54,Temperature,2019,12,21,2019-12-21,28079054_83_98_19_12_21,1.6120833333333335,2.01,1.52,ºC
652,24,Temperature,2019,12,21,2019-12-21,28079024_83_98_19_12_21,5.583333333333332,36.0,1.0,ºC
653,107,Temperature,2019,12,21,2019-12-21,28079107_83_98_19_12_21,1.356666666666667,1.6,1.28,ºC
654,103,Temperature,2019,12,21,2019-12-21,28079103_83_98_19_12_21,58.03916666666667,89.23,23.81,ºC
655,4,Temperature,2019,12,21,2019-12-21,28079004_83_98_19_12_21,0.07458333333333335,0.1,0.05,ºC
656,103,Precipitation,2019,12,21,2019-12-21,28079103_89_98_19_12_21,1.6654166666666663,2.05,1.56,l/m^2
657,115,Temperature,2019,12,21,2019-12-21,28079115_83_98_19_12_21,1.2458333333333338,2.5,0.6,ºC
658,56,Precipitation,2019,12,21,2019-12-21,28079056_89_98_19_12_21,0.16250000000000006,0.4,0.1,l/m^2
659,111,Temperature,2019,12,21,2019-12-21,28079111_83_98_19_12_21,1.3354166666666665,1.63,1.22,ºC
660,56,Temperature,2019,12,21,2019-12-21,28079056_83_98_19_12_21,0.5291666666666668,0.9,0.3,ºC
661,54,Precipitation,2019,12,21,2019-12-21,28079054_89_98_19_12_21,46.04166666666666,81.0,23.0,l/m^2
662,114,Temperature,2019,12,21,2019-12-21,28079114_83_98_19_12_21,34.75,77.0,15.0,ºC
663,35,Temperature,2019,12,21,2019-12-21,28079035_83_98_19_12_21,10.208333333333334,13.0,7.0,ºC
664,24,Precipitation,2019,12,21,2019-12-21,28079024_89_98_19_12_21,53.87541666666666,99.97,11.22,l/m^2
665,102,Temperature,2019,12,21,2019-12-21,28079102_83_98_19_12_21,46.05,87.77,8.45,ºC
666,110,Temperature,2019,12,21,2019-12-21,28079110_83_98_19_12_21,0.3916666666666668,0.7,0.2,ºC
667,108,Precipitation,2019,12,21,2019-12-21,28079108_89_98_19_12_21,30.83333333333333,73.0,8.0,l/m^2
668,59,Temperature,2019,12,21,2019-12-21,28079059_83_98_19_12_21,46.875,85.0,18.0,ºC
669,102,Precipitation,2019,12,21,2019-12-21,28079102_89_98_19_12_21,60.08333333333334,104.0,35.0,l/m^2
670,8,Temperature,2019,12,21,2019-12-21,28079008_83_98_19_12_21,28.54166666666667,71.0,7.0,ºC
671,18,Temperature,2019,12,21,2019-12-21,28079018_83_98_19_12_21,33.458333333333336,59.0,11.0,ºC
672,38,Temperature,2019,12,21,2019-12-21,28079038_83_98_19_12_21,79.54166666666667,234.0,27.0,ºC
673,106,Temperature,2019,12,21,2019-12-21,28079106_83_98_19_12_21,0.2708333333333332,0.9,0.1,ºC
674,39,Precipitation,2019,12,21,2019-12-21,28079039_89_98_19_12_21,11.0,57.0,1.0,l/m^2
675,112,Temperature,2019,12,21,2019-12-21,28079112_83_98_19_12_21,0.833333333333333,1.4,0.6,ºC
676,108,Temperature,2019,12,21,2019-12-21,28079108_83_98_19_12_21,21.291666666666668,100.0,4.0,ºC
677,113,Temperature,2019,12,21,2019-12-21,28079113_83_98_19_12_21,4.75,6.0,4.0,ºC
678,58,Temperature,2019,12,21,2019-12-21,28079058_83_98_19_12_21,9.291666666666666,12.0,8.0,ºC
679,36,Temperature,2019,12,21,2019-12-21,28079036_83_98_19_12_21,0.2083333333333334,0.3,0.2,ºC
680,59,Precipitation,2019,12,21,2019-12-21,28079059_89_98_19_12_21,0.13000000000000006,0.17,0.1,l/m^2
681,110,Temperature,2019,12,22,2019-12-22,28079110_83_98_19_12_22,0.1375000000000001,0.2,0.1,ºC
682,102,Precipitation,2019,12,22,2019-12-22,28079102_89_98_19_12_22,0.11666666666666672,0.2,0.1,l/m^2
683,59,Temperature,2019,12,22,2019-12-22,28079059_83_98_19_12_22,1.9583333333333333,12.0,1.0,ºC
684,112,Temperature,2019,12,22,2019-12-22,28079112_83_98_19_12_22,13.375,15.0,12.0,ºC
685,107,Precipitation,2019,12,22,2019-12-22,28079107_89_98_19_12_22,6.333333333333332,18.0,1.0,l/m^2
686,102,Temperature,2019,12,22,2019-12-22,28079102_83_98_19_12_22,0.22916666666666674,0.4,0.1,ºC
687,111,Temperature,2019,12,22,2019-12-22,28079111_83_98_19_12_22,23.79166666666667,61.0,4.0,ºC
688,35,Temperature,2019,12,22,2019-12-22,28079035_83_98_19_12_22,0.7958333333333335,2.6,0.2,ºC
689,103,Temperature,2019,12,22,2019-12-22,28079103_83_98_19_12_22,0.2833333333333333,0.4,0.2,ºC
690,108,Precipitation,2019,12,22,2019-12-22,28079108_89_98_19_12_22,1.4166666666666667,3.0,1.0,l/m^2
691,38,Temperature,2019,12,22,2019-12-22,28079038_83_98_19_12_22,0.3583333333333334,0.5,0.2,ºC
692,39,Precipitation,2019,12,22,2019-12-22,28079039_89_98_19_12_22,10.041666666666666,15.0,5.0,l/m^2
693,108,Temperature,2019,12,22,2019-12-22,28079108_83_98_19_12_22,1.0833333333333333,2.0,1.0,ºC
694,59,Precipitation,2019,12,22,2019-12-22,28079059_89_98_19_12_22,18.166666666666668,33.0,4.0,l/m^2
695,24,Precipitation,2019,12,22,2019-12-22,28079024_89_98_19_12_22,15.583333333333336,26.0,1.0,l/m^2
696,109,Temperature,2019,12,22,2019-12-22,28079109_83_98_19_12_22,18.45833333333333,38.0,6.0,ºC
697,36,Temperature,2019,12,22,2019-12-22,28079036_83_98_19_12_22,19.791666666666668,34.0,6.0,ºC
698,103,Precipitation,2019,12,22,2019-12-22,28079103_89_98_19_12_22,11.208333333333336,15.0,7.0,l/m^2
699,107,Temperature,2019,12,22,2019-12-22,28079107_83_98_19_12_22,19.25,27.0,5.0,ºC
700,56,Precipitation,2019,12,22,2019-12-22,28079056_89_98_19_12_22,0.275,0.4,0.2,l/m^2
701,106,Precipitation,2019,12,22,2019-12-22,28079106_89_98_19_12_22,35.708333333333336,72.0,9.0,l/m^2
702,54,Temperature,2019,12,22,2019-12-22,28079054_83_98_19_12_22,27.54166666666667,61.0,12.0,ºC
703,114,Temperature,2019,12,22,2019-12-22,28079114_83_98_19_12_22,63.4125,105.2,10.34,ºC
704,113,Temperature,2019,12,22,2019-12-22,28079113_83_98_19_12_22,1.875,7.0,1.0,ºC
705,106,Temperature,2019,12,22,2019-12-22,28079106_83_98_19_12_22,15.875,35.0,5.0,ºC
706,58,Temperature,2019,12,22,2019-12-22,28079058_83_98_19_12_22,0.2208333333333334,0.5,0.1,ºC
707,24,Temperature,2019,12,22,2019-12-22,28079024_83_98_19_12_22,24.625,87.0,4.0,ºC
708,18,Temperature,2019,12,22,2019-12-22,28079018_83_98_19_12_22,6.791666666666668,23.0,1.0,ºC
709,115,Temperature,2019,12,22,2019-12-22,28079115_83_98_19_12_22,49.375,98.0,12.0,ºC
710,54,Precipitation,2019,12,22,2019-12-22,28079054_89_98_19_12_22,1.4858333333333331,1.76,1.38,l/m^2
711,56,Temperature,2019,12,22,2019-12-22,28079056_83_98_19_12_22,24.5,32.0,17.0,ºC
712,4,Temperature,2019,12,22,2019-12-22,28079004_83_98_19_12_22,32.791666666666664,66.0,15.0,ºC
713,8,Temperature,2019,12,22,2019-12-22,28079008_83_98_19_12_22,0.3708333333333334,0.7,0.2,ºC
714,58,Temperature,2019,12,23,2019-12-23,28079058_83_98_19_12_23,34.0,76.0,10.0,ºC
715,56,Temperature,2019,12,23,2019-12-23,28079056_83_98_19_12_23,2.1666666666666665,8.0,1.0,ºC
716,59,Precipitation,2019,12,23,2019-12-23,28079059_89_98_19_12_23,1.0416666666666663,2.8,0.2,l/m^2
717,56,Precipitation,2019,12,23,2019-12-23,28079056_89_98_19_12_23,38.958333333333336,90.0,11.0,l/m^2
718,38,Temperature,2019,12,23,2019-12-23,28079038_83_98_19_12_23,3.125,12.0,1.0,ºC
719,113,Temperature,2019,12,23,2019-12-23,28079113_83_98_19_12_23,1.2541666666666669,2.8,0.6,ºC
720,115,Temperature,2019,12,23,2019-12-23,28079115_83_98_19_12_23,27.29166666666667,67.0,6.0,ºC
721,36,Temperature,2019,12,23,2019-12-23,28079036_83_98_19_12_23,1.625,8.0,1.0,ºC
722,109,Temperature,2019,12,23,2019-12-23,28079109_83_98_19_12_23,24.54166666666667,55.0,4.0,ºC
723,39,Precipitation,2019,12,23,2019-12-23,28079039_89_98_19_12_23,34.916666666666664,81.0,7.0,l/m^2
